City,BHK,Location,Price (₹),Area (sqft),Property Type,Furnishing,Property Facing,overlooking,Bathroom,Balcony,Tenant Preferred,Availability
Pune,1,"Venkatesh Oxy Ultima, Venkatesh Oxy Ultima, Wagholi, Pune",17500,700 sqft,Flat,Furnished,West,"Garden/Park, Pool, Main Road",2,2,Bachelors,Immediately
Pune,2,"Star Vista, Star Vista, Ravet, Pimpri Chinchwad, Pune",30000,750 sqft,Flat,Semi-Furnished,West,Garden/Park,2,2,Family,Immediately
Pune,2,"Kesar Aaradhyam, Kesar Aaradhyam, Alandi, Kelgaon, Pune",15000,590 sqft,Flat,Semi-Furnished,North,"Garden/Park, Pool, Main Road",2,2,Bachelors,Immediately
Pune,10,"Aspiria, Aspiria, Phase 1 Hinjewadi Rajiv Gandhi Infotech Park, Pune",30000,712 sqft,Flat,Furnished,East,"Garden/Park, Main Road",2,1,Bachelors,Immediately
Pune,1,Dehu Road Pune,10000,650 sqft,House,Unfurnished,West,,1,2,Bachelors,Immediately
Pune,3,"Kolte Patil Little Earth, Kolte Patil Little Earth, Kiwale, Dehu Road, Pune",28000,1070 sqft,Flat,Semi-Furnished,North - East,,3,2,Family,Immediately
Pune,3,"GD 18 Latitude, GD 18 Latitude, Punawale, Pimpri Chinchwad, Pune",35000,1403 sqft,Flat,Semi-Furnished,West,"Garden/Park, Main Road",3,3,Bachelors,Immediately
Pune,3,Somatne Phata Pune,18500,800 sqft,House,Semi-Furnished,East,Main Road,2,2,Bachelors/Family,Immediately
Pune,2,"Snehmangal Infinity Cube, Snehmangal Infinity Cube, Punawale, Pimpri Chinchwad, Pune",21500,740 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool",2,,Family,From Feb '26
Pune,2,"Raheja Sterling, Raheja Sterling, NIBM Road, Pune",34000,743 sqft,Flat,Semi-Furnished,East,Main Road,2,1,Bachelors,Immediately
Pune,2,"ARK Prem Alfa Life Scapes, ARK Prem Alfa Life Scapes, Wagholi, Pune",22000,700 sqft,Flat,Furnished,North,"Garden/Park, Main Road",2,2,Bachelors,Immediately
Pune,1,"Taboot Street, Pune",20000,600 sqft,Flat,Semi-Furnished,,,1,1,Bachelors/Family,Immediately
Pune,2,Pune,15500,850 sqft,Flat,Unfurnished,East,,2,1,Bachelors/Family,Immediately
Pune,3,"Natasha Hill View, Natasha Hill View, NIBM Road, Pune",37000,1530 sqft,Flat,Furnished,,,2,,Bachelors/Family,Immediately
Pune,3,"Maple Maple Co Operative Society, Maple Maple Co Operative Society, Baner, Pune",36500,1276 sqft,Flat,Semi-Furnished,,,3,2,Bachelors/Family,Immediately
Pune,2,"Phase 3 Hinjewadi Rajiv Gandhi Infotech Park, Pune",30000,710 sqft,Flat,Semi-Furnished,,Garden/Park,2,2,Bachelors,Immediately
Pune,3,"Shakuntal Forestia Apartment, Shakuntal Forestia Apartment, Dudulgaon, Alandi, Pune",16000,1000 sqft,Flat,Unfurnished,West,Garden/Park,2,2,Bachelors/Family,Immediately
Pune,1,"Bharucha Collina, Bharucha Collina, Kanhe, Pune",10000,550 sqft,Flat,Semi-Furnished,East,Garden/Park,1,1,Bachelors,Immediately
Pune,3,"33 keshavkunj, 33 keshavkunj, Keshav Nagar Mundhwa, Pune",50000,1700 sqft,Flat,Semi-Furnished,,,2,2,Bachelors/Family,From Feb '26
Pune,3,"Laxmi Vridavan, Laxmi Vridavan, Pimple Saudagar, Pimpri Chinchwad, Pune",41000,1400 sqft,Flat,Semi-Furnished,East,,3,2,Bachelors,Immediately
Pune,2,"Godrej Park Greens, Godrej Park Greens, Mamurdi, Dehu Road, Pune",16000,580 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",2,2,Bachelors,Immediately
Pune,2,"Bijlinagar, Pimpri Chinchwad Pune",25000,850 sqft,House,Semi-Furnished,East,Garden/Park,2,1,Bachelors,Immediately
Pune,2,"Vasupujya Neco Beaumont, Vasupujya Neco Beaumont, NIBM Annexe Area, Pune",23000,525 sqft,Flat,Semi-Furnished,East,Garden/Park,2,2,Bachelors,Immediately
Pune,2,"Vilas Javdekar YashOne Wakad Central, Vilas Javdekar YashOne Wakad Central, Wakad, Pune",29000,787 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",2,4,Family,Immediately
Pune,4,"Rohan 10 Kasturkunj, Rohan 10 Kasturkunj, Pune University Road, Pune",1.1 Lac,2200 sqft,Flat,Furnished,East,Garden/Park,4,2,Family,From Mar '26
Pune,2,"DSK Janhavi, DSK Janhavi, Patil Nagar Bavdhan, Pune",23500,725 sqft,Flat,Unfurnished,East,Main Road,2,1,Bachelors,Immediately
Pune,2,"Pegasus Megapolis, Pegasus Megapolis, Phase 3 Hinjewadi Rajiv Gandhi Infotech Park, Pune",25000,1000 sqft,Flat,Unfurnished,,"Garden/Park, Pool",2,1,Bachelors/Family,Immediately
Pune,2,"Shapoorji Pallonji Joyville Hinjewadi, Shapoorji Pallonji Joyville Hinjewadi, Hinjawadi, Pune",25000,636 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,1,Bachelors,Immediately
Pune,2,"Manjari BK, Pune",15000,780 sqft,Flat,Unfurnished,East,Main Road,2,2,Bachelors,Immediately
Pune,3,"Vilas Javdekar Yashwin Nuovo Centro, Vilas Javdekar Yashwin Nuovo Centro, Wakad, Pune",49500,1100 sqft,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",3,2,Bachelors,Immediately
Pune,2,"Blue Line, Blue Line, Viman Nagar, Pune",40000,1000 sqft,Flat,Furnished,East,"Garden/Park, Main Road",2,2,Bachelors/Family,Immediately
Pune,3,"Ganga Dham, Ganga Dham, Market Yard, Gultekdi, Pune",42000,1150 sqft,Flat,Semi-Furnished,East,Garden/Park,3,2,Bachelors,Immediately
Pune,3,"Olympia Pune, Olympia Pune, Wakad, Pune",28000,950 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",2,2,Family,Immediately
Pune,1,Kharadi Pune,21000,650 sqft,House,Semi-Furnished,North,Garden/Park,2,,Family,Immediately
Pune,1,"Lohgaon Wagholi Road, Pune",8500,385 sqft,Flat,Unfurnished,East,Main Road,1,1,Bachelors/Family,Immediately
Pune,2,"Chaitraban Residency, Chaitraban Residency, Sanewadi, Aundh, Pune",40000,850 sqft,Flat,Furnished,East,Main Road,2,2,Family,Immediately
Pune,2,"Bramhacorp F Residences, Bramhacorp F Residences, New Kalyani Nagar, Pune",40000,805 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",2,2,Bachelors,Immediately
Pune,2,"Palash Plus Centro, Palash Plus Centro, Wakad, Pune",35000,825 sqft,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",2,1,Bachelors,From Feb '26
Pune,2,"Ahura Ecopolitan, Ahura Ecopolitan, Punawale, Pimpri Chinchwad, Pune",24500,750 sqft,Flat,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",2,1,Bachelors,Immediately
Pune,3,"Runwal The Central Park, Runwal The Central Park, Pimpri Chinchwad, Pune",50000,1130 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,3,Bachelors,Immediately
Pune,3,"Mantra Mirari, Mantra Mirari, Mundhwa, Pune",55000,1300 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,3,Bachelors/Family,Immediately
Pune,2,"Jasminum, Jasminum, Magarpatta, Pune",59000,1250 sqft,Flat,Semi-Furnished,North,Garden/Park,2,1,Family,Immediately
Pune,3,"Sai Heritage, Sai Heritage, Anudh Road, Pune",60000,1900 sqft,Flat,Furnished,East,"Garden/Park, Main Road",3,3,Bachelors/Family,Immediately
Pune,2,"Sai Laxmi Galaxy, Sai Laxmi Galaxy, Vishrantwadi, Airport Road, Pune",25000,742 sqft,Flat,Semi-Furnished,East,Main Road,2,1,Bachelors/Family,Immediately
Pune,3,"Pebbles I, Pebbles I, Bavdhan, Pune",36000,1170 sqft,Flat,Semi-Furnished,East,Garden/Park,3,1,Family,Immediately
Pune,2,"Dreams Nandini, Dreams Nandini, Manjri, Manjri Budruk, Pune",30000,1200 sqft,Flat,Furnished,East,"Garden/Park, Pool, Main Road",2,1,Bachelors,Immediately
Pune,2,"Rohan Tarang, Rohan Tarang, Wakad, Pune",32000,1050 sqft,Flat,Unfurnished,East,"Garden/Park, Main Road",2,2,Bachelors/Family,Immediately
Pune,3,"Mainland Valencia, Mainland Valencia, Wagholi, Pune",35000,2100 sqft,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",4,3,Bachelors/Family,Immediately
Pune,3,"Clover Heights, Clover Heights, Wanowrie, Pune",53000,1350 sqft,Flat,Furnished,East,"Garden/Park, Main Road",2,1,Bachelors,Immediately
Pune,2,"Bramhacorp F Residences, Bramhacorp F Residences, New Kalyani Nagar, Pune",65000,865 sqft,Flat,Semi-Furnished,East,Main Road,2,2,Bachelors/Family,Immediately
Pune,4,"Mont Vert Belair, Mont Vert Belair, Bhukum, Pune",55000,1450 sqft,Flat,Semi-Furnished,East,Garden/Park,3,2,Bachelors,Immediately
Pune,1,"Kolte Patil Life Republic, Kolte Patil Life Republic, Hinjawadi, Pune",17000,436 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",1,1,Bachelors,Immediately
Pune,3,"Aum Sanskruti Casa Imperia, Aum Sanskruti Casa Imperia, Wakad, Pune",39000,932 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,3,Bachelors,Immediately
Pune,2,"Amrut Nagari, Amrut Nagari, Wagholi, Pune",17500,1100 sqft,Flat,Semi-Furnished,East,Main Road,2,2,Bachelors,Immediately
Pune,3,"Balewadi Phata, Baner Pune",1.2 Lac,4200 sqft,Villa,Furnished,,"Garden/Park, Pool",4,2,Bachelors,Immediately
Pune,2,"Rohan Abhilasha 2, Rohan Abhilasha 2, Wagholi, Pune",19000,620 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,3,Bachelors/Family,Immediately
Pune,4,"Wakad, Pune",58000,2771 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",4,3,Bachelors,Immediately
Pune,2,"Khese Park, Pune",27000,650 sqft,Flat,Furnished,North,,2,1,Bachelors/Family,Immediately
Pune,2,"Om Tropica, Om Tropica, Ravet, Pimpri Chinchwad, Pune",25000,774 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,2,Bachelors,Immediately
Pune,3,"Undri, Pune",25000,1100 sqft,Flat,Semi-Furnished,North,"Garden/Park, Main Road",3,2,Bachelors,Immediately
Pune,2,"Lodha Belmondo St Andrews E, Lodha Belmondo St Andrews E, Gahunje, Pune",88000,1069 sqft,Flat,Furnished,East,"Garden/Park, Pool, Main Road",3,1,Bachelors,Immediately
Pune,4,"Nirmiti Fili Villa, Nirmiti Fili Villa, Baner Road, Pune",91500,2345 sqft,Flat,Semi-Furnished,,Main Road,4,1,Bachelors/Family,Immediately
Pune,3,"Iaan Legacy Woods, Iaan Legacy Woods, Kiwale, Dehu Road, Pune",28000,836 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",3,2,Bachelors,Immediately
Pune,2,"Fortune Empress, Fortune Empress, Handewadi, Pune",18000,780 sqft,Flat,Semi-Furnished,North - East,Main Road,2,1,Bachelors,Immediately
Pune,2,"Kanifnath Royal KP Stellar, Kanifnath Royal KP Stellar, NIBM Road, Pune",26000,770 sqft,Flat,Semi-Furnished,North,Main Road,2,2,Bachelors,Immediately
Pune,3,"Bhosale Lakewoods, Bhosale Lakewoods, Model Colony, Shivaji Nagar, Pune",1.3 Lac,1600 sqft,Flat,Furnished,East,Main Road,3,1,Bachelors/Family,From Feb '26
Pune,3,"AWHO Vijay Vihar, AWHO Vijay Vihar, Wagholi, Pune",38000,1542 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",3,3,Bachelors,Immediately
Pune,3,"Unique Youtopia, Unique Youtopia, Kharadi Gaon, Kharadi, Pune",49999,1348 sqft,Flat,Unfurnished,East,"Garden/Park, Main Road",3,2,Family,Immediately
Pune,2,"Venkatesh Flora, Venkatesh Flora, Mundhwa, Pune",42000,1100 sqft,Flat,Furnished,West,"Garden/Park, Main Road",2,3,Family,Immediately
Pune,1,"Kiran Sankalp, Kiran Sankalp, Sus Lane, Pune",16000,460 sqft,Flat,Semi-Furnished,East,,1,1,Bachelors/Family,Immediately
Pune,1,Hinjawadi Pune,14000,500 sqft,House,Unfurnished,,,1,,Bachelors/Family,Immediately
Pune,1,"Pristine City, Pristine City, Wagholi, Pune",5000,540 sqft,Flat,Unfurnished,,,1,,Bachelors/Family,Immediately
Pune,3,"Paud Road, Pune",20000,1350 sqft,Flat,Semi-Furnished,East,,2,3,Bachelors/Family,Immediately
Pune,4,"Panchshil Towers, Panchshil Towers, Kharadi, Pune",1.6 Lac,2800 sqft,Flat,Semi-Furnished,East,Garden/Park,4,2,Family,Immediately
Pune,3,"G. M. Kenjale Emirus, G. M. Kenjale Emirus, Baner, Pune",2 Lac,1900 sqft,Flat,Furnished,East,"Pool, Garden/Park, Main Road",4,2,Bachelors/Family,Immediately
Pune,2,"Hari Om Puram, Hari Om Puram, Aundh, Pune",30000,950 sqft,Flat,Semi-Furnished,East,Garden/Park,2,1,Bachelors,Immediately
Pune,2,"Trendy Tower, Trendy Tower, Amanora Park Town, Pune",32000,900 sqft,Flat,Unfurnished,East,Pool,2,,Bachelors/Family,Immediately
Pune,2,"Regalia, Regalia, Wakad, Pune",40000,900 sqft,Flat,Furnished,East,"Garden/Park, Main Road",2,2,Bachelors,Immediately
Pune,4,"Panchshil One North, Panchshil One North, One North, Pune",1.9 Lac,3346 sqft,Flat,Semi-Furnished,East,Garden/Park,5,3,Family,Immediately
Pune,2,"Kolte Patil Life Republic, Kolte Patil Life Republic, Marunji, Hinjawadi, Pune",21000,629 sqft,Flat,Unfurnished,East,"Garden/Park, Main Road",2,1,Bachelors/Family,Immediately
Pune,2,"Mont Vert Seville, Mont Vert Seville, Shankar Kalat Nagar, Pune",32000,850 sqft,Flat,Furnished,East,Main Road,2,2,Bachelors/Family,From Feb '26
Pune,2,"Triaa Hillome, Triaa Hillome, Lohegaon, Pune",23000,700 sqft,Flat,Semi-Furnished,East,Garden/Park,2,2,Bachelors,Immediately
Pune,3,"Ishwar River Residency, Ishwar River Residency, Moshi, Pune",26000,1395 sqft,Flat,Semi-Furnished,,,3,2,Bachelors/Family,Immediately
Pune,1,"Lohegaon, Pune",16000,450 sqft,Flat,Semi-Furnished,East,,2,2,Bachelors/Family,Immediately
Pune,2,"Kirti Nagar Housing cooperative Society, Kirti Nagar Housing cooperative Society, Sinhgad Road, Pune",15000,750 sqft,Flat,Unfurnished,,,1,1,Bachelors,Immediately
Pune,4,"Vasant Vihar Row House, Baner Pune",1.4 Lac,3300 sqft,House,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",4,3,Bachelors,Immediately
Pune,3,"Kolte Patil IVY Apartment, Kolte Patil IVY Apartment, Wagholi, Pune",48000,1645 sqft,Flat,Furnished,East,"Pool, Garden/Park, Main Road",3,3,Bachelors,Immediately
Pune,2,"Mindspace MSR SEASON CHINCHWAD, Mindspace MSR SEASON CHINCHWAD, Chinchwad, Pimpri Chinchwad, Pune",31000,1047 sqft,Flat,Semi-Furnished,West,Main Road,2,2,Bachelors,Immediately
Pune,2,"Anant Shrishti, Anant Shrishti, Kanhe, Pune",7000,831 sqft,Flat,Unfurnished,,Garden/Park,2,1,Bachelors,From Feb '26
Pune,2,"Kumar Park Infinia Phase 4 , Kumar Park Infinia Phase 4, Hadapsar, Pune",25500,950 sqft,Flat,Semi-Furnished,East,,2,1,Bachelors/Family,Immediately
Pune,2,"Goel Ganga Glitz, Goel Ganga Glitz, Kad Nagar, Undri, Pune",22999,900 sqft,Flat,Unfurnished,East,"Garden/Park, Main Road",2,3,Family,Immediately
Pune,2,"Pride Purple Park Titan, Pride Purple Park Titan, Phase 1 Hinjewadi Rajiv Gandhi Infotech Park, Pune",28500,790 sqft,Flat,Semi-Furnished,East,Garden/Park,2,2,Bachelors,Immediately
Pune,1,"Hinjawadi, Pune",15000,389 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",1,1,Bachelors,Immediately
Pune,2,"Shastrinagar Yerawada, Pune",20000,750 sqft,Flat,Semi-Furnished,East,Main Road,1,1,Bachelors/Family,Immediately
Pune,1,"Mundhwa, Pune",9000,450 sqft,Flat,Semi-Furnished,West,,1,1,Bachelors/Family,Immediately
Pune,3,"Nahar F Residences, Nahar F Residences, Balewadi, Pune",45000,1500 sqft,Flat,Unfurnished,East,"Pool, Garden/Park, Main Road",3,3,Bachelors/Family,Immediately
Pune,3,"Supreme Palms, Supreme Palms, Laxmi Nagar Balewadi, Pune",42000,1250 sqft,Flat,Furnished,East,"Garden/Park, Pool",3,2,Family,Immediately
Pune,3,"Pride Platinum Plus, Pride Platinum Plus, Baner, Pune",40000,1150 sqft,Flat,Unfurnished,East,"Garden/Park, Pool",2,2,Bachelors/Family,Immediately
Pune,1,"Sayajiraje Avenue, Sayajiraje Avenue, Keshav Nagar Mundhwa, Pune",24000,500 sqft,Flat,Furnished,East,"Garden/Park, Main Road",1,1,Family,Immediately
Pune,3,"Panchshil Forest Castle, Panchshil Forest Castle, Koregaon Park, Pune",1.1 Lac,1550 sqft,Flat,Furnished,North,Garden/Park,4,2,Family,Immediately
Pune,3,"Raheja Reserve, Raheja Reserve, NIBM Road, Pune",45000,1250 sqft,Flat,Unfurnished,East,"Garden/Park, Pool",3,2,Bachelors,Immediately
Pune,2,"Karandikar Elina Living, Karandikar Elina Living, NIBM Road, Pune",30000,820 sqft,Flat,Unfurnished,East,"Garden/Park, Pool",2,2,Family,Immediately
Pune,4,"Supreme Amadore, Supreme Amadore, Baner, Pune",2.5 Lac,2900 sqft,Flat,Furnished,East,Garden/Park,5,2,Bachelors/Family,Immediately
Pune,1,"Dheeraj Jade Residences, Dheeraj Jade Residences, Wagholi, Pune",16000,550 sqft,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",2,2,Bachelors/Family,Immediately
Pune,3,"TruSpace Prima Angulus, TruSpace Prima Angulus, Balewadi, Pune",40000,1110 sqft,Flat,Semi-Furnished,East,Main Road,3,1,Bachelors/Family,Immediately
Pune,2,"Yash Grecia, Yash Grecia, Dhanori, Pune",20000,750 sqft,Flat,Unfurnished,East,,2,1,Bachelors/Family,Immediately
Pune,3,"Rohan Ishan, Rohan Ishan, Bavdhan, Pune",32000,1265 sqft,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",3,2,Family,Immediately
Pune,3,"VTP Purvanchal , VTP Purvanchal, Wagholi, Pune",23500,948 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,1,Bachelors/Family,Immediately
Pune,3,"GK Roseland Residency, Pimple Saudagar Road Pune",40000,1800 sqft,Villa,Semi-Furnished,,,3,2,Family,Immediately
Pune,5,Bhoslenagar Ashok Nagar Pune,5 Lac,2400 sqft,Villa,Unfurnished,East,"Garden/Park, Pool, Main Road",6,3,Bachelors/Family,Immediately
Pune,3,"Supreme Palms, Supreme Palms, Balewadi Gaon, Balewadi, Pune",42000,1200 sqft,Flat,Furnished,East,Garden/Park,3,2,Family,Immediately
Pune,4,"Panchshil Towers, Panchshil Towers, Kharadi, Pune",2.5 Lac,2250 sqft,Flat,Unfurnished,East,"Garden/Park, Pool",4,1,Bachelors/Family,Immediately
Pune,2,"Aditya Shagun, Aditya Shagun, Bavdhan, Pune",35000,850 sqft,Flat,Furnished,East,"Pool, Garden/Park, Main Road",2,3,Bachelors/Family,Immediately
Pune,4,"Sai Ambience, Sai Ambience, Pimple Saudagar, Pimpri Chinchwad, Pune",42000,1680 sqft,Flat,Unfurnished,East,Garden/Park,4,2,Family,Immediately
Pune,2,"Ascent Tower, Ascent Tower, Amanora Park Town, Pune",42000,950 sqft,Flat,Unfurnished,East,Garden/Park,2,1,Bachelors/Family,Immediately
Pune,2,"Prithvi Proximus, Prithvi Proximus, Hadapsar, Pune",30000,710 sqft,Flat,Semi-Furnished,East,Main Road,2,2,Bachelors/Family,Immediately
Pune,2,"Amanora Trendy Homes, Amanora Trendy Homes, Amanora Park Town, Pune",31000,650 sqft,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",2,1,Bachelors/Family,Immediately
Pune,2,"Dreams Belle Vue, Dreams Belle Vue, Uttam Nagar Sunarwadi, Pune",30000,780 sqft,Flat,Semi-Furnished,East,,2,1,Family,Immediately
Chennai,3,"Alwarpet, Chennai",1.2 Lac,1616 sqft,Flat,Semi-Furnished,South,,3,2,Family,Immediately
Chennai,2,"Baashyaam Pinnacle Crest, Sholinganallur, Chennai",33000,1147 sqft,Flat,Semi-Furnished,North,Garden/Park,2,1,Family,From Mar '26
Chennai,3,"Appaswamy Trellis, Vadapalani, Chennai",80000,1923 sqft,Flat,Unfurnished,East,,3,1,Family,From Feb '26
Chennai,4,Chinnadi Kuppam Chennai,2.5 Lac,3600 sqft,Villa,Semi-Furnished,East,"Garden/Park, Main Road",4,3,Family,Immediately
Chennai,4,"Alwarpet, Chennai",1.6 Lac,2500 sqft,Flat,Semi-Furnished,East,Main Road,5,3,Bachelors/Family,Immediately
Chennai,4,Akkarai Chennai,2.3 Lac,8000 sqft,House,Unfurnished,,Pool,5,3,Bachelors/Family,Immediately
Chennai,3,"Egattur, Chennai",50000,1800 sqft,Flat,Semi-Furnished,East,,4,2,Family,Immediately
Chennai,3,"Koyambedu, Chennai",95000,1800 sqft,Flat,Furnished,,,3,1,Bachelors/Family,Immediately
Chennai,4,"CasaGrand The Address, Karapakkam, Chennai",65000,2301 sqft,Flat,Semi-Furnished,West,"Garden/Park, Main Road",4,1,Bachelors/Family,Immediately
Chennai,1,Kallikuppam Chennai,8200,700 sqft,House,Unfurnished,East,,1,2,Family,Immediately
Chennai,3,"Thanikachalam Nagar, Chennai",26000,1250 sqft,Flat,Semi-Furnished,,Main Road,3,2,Family,From Feb '26
Chennai,2,"Subbarayan Nagar Thoraipakkam, Chennai",28000,1100 sqft,Flat,Unfurnished,,,2,,Bachelors/Family,Immediately
Chennai,2,Chennai,25000,845 sqft,Flat,Semi-Furnished,East,,2,1,Bachelors,From May '26
Chennai,2,Thiruvanmiyur Chennai,32500,880 sqft,House,Semi-Furnished,West,Main Road,2,1,Bachelors,Immediately
Chennai,3,"Hiranandani Parks Apartments, Oragadam, Chennai",50000,1859 sqft,Flat,Furnished,South,,3,1,Bachelors,Immediately
Chennai,3,"Hiranandani Upscale, Navalur, Chennai",68000,1650 sqft,Flat,Unfurnished,East,Main Road,3,2,Bachelors,Immediately
Chennai,5,Vanagaram Chennai,80000,3225 sqft,House,Unfurnished,South,Garden/Park,5,2,Bachelors/Family,Immediately
Chennai,3,Maduravoyal Chennai,35000,2000 sqft,House,Semi-Furnished,West,"Garden/Park, Main Road",3,2,Bachelors,Immediately
Chennai,3,"Egattur, Chennai",75000,1250 sqft,Flat,Semi-Furnished,North - East,"Garden/Park, Main Road",3,1,Bachelors/Family,Immediately
Chennai,4,Injambakkam Chennai,1.8 Lac,4300 sqft,Villa,Furnished,North,"Garden/Park, Main Road",4,,Family,Immediately
Chennai,4,Korukkupet Chennai,70000,2300 sqft,House,Semi-Furnished,,,4,,Bachelors/Family,Immediately
Chennai,5,Akkarai Chennai,1.1 Lac,2900 sqft,Villa,Semi-Furnished,North,"Garden/Park, Main Road",5,,Bachelors,Immediately
Chennai,4,Kandhanchavadi Chennai,1.2 Lac,1800 sqft,Villa,Semi-Furnished,North,Garden/Park,3,1,Bachelors,Immediately
Chennai,3,Injambakkam Chennai,67000,2400 sqft,Villa,Semi-Furnished,,,4,3,Bachelors/Family,Immediately
Chennai,3,"Golden Opulence, Poonamallee High Road, Chennai",30000,1446 sqft,Flat,Semi-Furnished,West,Main Road,2,1,Bachelors,Immediately
Chennai,1,T Nagar Chennai,23000,780 sqft,House,Unfurnished,North,,1,1,Bachelors,Immediately
Chennai,3,"Prince Highlands, Iyyappanthangal, Chennai",13000,1500 sqft,Flat,Furnished,,Main Road,3,2,Bachelors/Family,Immediately
Chennai,3,"The Metrozone, Anna Nagar, Chennai",1.1 Lac,2062 sqft,Flat,Furnished,East,"Garden/Park, Main Road",4,2,Bachelors/Family,Immediately
Chennai,5,J Nagar Chennai,98000,4850 sqft,House,Semi-Furnished,,,5,1,Bachelors/Family,Immediately
Chennai,3,"Blue Moon, Pallavaram, Chennai",35000,1200 sqft,Flat,Semi-Furnished,,Garden/Park,3,2,Bachelors,Immediately
Chennai,3,"Khurinji Genista, IIT Colony, Chennai",12000,1100 sqft,Flat,Semi-Furnished,East,,2,3,Family,Immediately
Chennai,3,"Malles Aashira, Perumbakkam, Chennai",27000,1245 sqft,Flat,Semi-Furnished,West,,2,1,Bachelors/Family,Immediately
Chennai,2,Mogappair East Chennai,20000,720 sqft,House,Unfurnished,East,Main Road,1,,Bachelors/Family,Immediately
Chennai,3,"Manapakkam, Parthasarathy Nagar Manapakkam, Chennai",40000,1458 sqft,Flat,Semi-Furnished,North,Main Road,2,2,Bachelors/Family,Immediately
Chennai,3,"ARC Noor Pearl, Shastri Nagar Adyar, Chennai",1.2 Lac,1724 sqft,Flat,Furnished,,Garden/Park,3,,Bachelors/Family,From Feb '26
Chennai,2,Sithalapakkam Chennai,20000,1050 sqft,House,Semi-Furnished,West,"Garden/Park, Main Road",2,1,Bachelors,Immediately
Chennai,4,Perungudi Chennai,55000,2400 sqft,Villa,Semi-Furnished,South,Main Road,4,2,Bachelors,Immediately
Chennai,2,Chennai,38000,1200 sqft,Flat,Semi-Furnished,West,,2,,Family,Immediately
Chennai,3,"Ozone Greens, Perumbakkam, Chennai",26000,1580 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",3,2,Family,Immediately
Chennai,2,"Vengaivasal Medavakkam, Chennai",25000,1100 sqft,Flat,Furnished,,,2,,Bachelors/Family,Immediately
Chennai,2,"Krishnapuram Ambattur, Chennai",25000,900 sqft,Flat,Semi-Furnished,,,2,1,Family,Immediately
Chennai,3,"Jasmine Court, Poonamallee, Chennai",35000,1020 sqft,Flat,Furnished,East,"Garden/Park, Pool",2,1,Bachelors,Immediately
Chennai,3,Muthukadu Chennai,1.3 Lac,3500 sqft,Villa,Furnished,,,5,3,Bachelors/Family,Immediately
Chennai,2,Kakkalur Chennai,12000,800 sqft,House,Semi-Furnished,East,Main Road,2,,Bachelors,Immediately
Chennai,2,"Arun Excello Compact Homes Narmada, Singaperumal Koil, Chennai",13000,670 sqft,Flat,Unfurnished,,,2,2,Bachelors/Family,Immediately
Chennai,4,OMR Chennai,43000,2306 sqft,Villa,Semi-Furnished,East,Main Road,3,1,Bachelors,Immediately
Chennai,3,Kelambakkam Chennai,26000,1350 sqft,House,Semi-Furnished,South,Main Road,2,2,Bachelors/Family,Immediately
Chennai,2,"Krishna Nagar Madhuravoyal, Valasaravakkam, Chennai",25000,800 sqft,Flat,Unfurnished,,Main Road,2,1,Bachelors/Family,Immediately
Chennai,2,"Ramaniyam Shivani, Thiruvanmiyur, Chennai",27000,1250 sqft,Flat,Furnished,,,2,,Bachelors/Family,Immediately
Chennai,2,"Pacifica Aurum, OMR, Chennai",22000,1261 sqft,Flat,Semi-Furnished,North,"Garden/Park, Pool, Main Road",2,2,Bachelors/Family,Immediately
Chennai,3,"OMR, Chennai",50000,1500 sqft,Flat,Furnished,East,Garden/Park,3,1,Bachelors,From Feb '26
Chennai,1,"Alliance Jasmine Springs, OMR, Chennai",22000,462 sqft,Flat,Furnished,,,2,1,Bachelors/Family,Immediately
Chennai,2,"Taylor Estate, Chennai",27000,750 sqft,Flat,Furnished,East,Main Road,2,1,Bachelors,Immediately
